gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,monthly_to_total_ratio,avg_monthly_charge,charge_consistency,high_monthly_charge,service_count,has_premium_support,has_streaming,contract_value,auto_payment,has_family,is_senior_alone
Female,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,0,13-24,0,0.07808149835484687,28.150000000000002,1.0959147424511544,0,2,1,0,0,1,0,0
Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,0,25-48,0,0.0231946716522552,21.369999999999997,0.9288722508189052,0,1,0,0,2,1,1,0
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,0,49-72,0,0.01714320575914101,83.32881355932203,1.0116548694166463,1,8,1,1,2,0,1,0
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,0,13-24,0,0.07665969183945216,93.80357142857143,1.0740529221397297,1,6,1,1,0,0,0,0
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,0,25-48,0,0.04090879945283947,89.93653846153846,1.0640836487266663,1,5,1,1,0,1,1,0
Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,1,49-72,0,0.01482529985845191,100.15671641791045,0.9934431115416139,1,6,0,1,0,0,0,0
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,25-48,0,0.03897183520101087,57.79423076923077,1.013942035736865,0,6,1,1,0,1,1,0
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,1,13-24,0,0.042106754077131645,102.92083333333333,1.0109712157402535,1,7,1,1,0,0,0,0
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7245.9,0,49-72,0,0.015289296112820655,109.78636363636363,1.0092328075187347,1,8,1,1,2,1,1,0
Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,0,49-72,0,0.015651796802617836,76.8469696969697,1.033222263845896,1,7,1,1,2,1,1,0
Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,1,25-48,0,0.026445368876814666,60.379487179487185,1.0318073721759808,0,5,1,1,1,0,0,0
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,1,13-24,0,0.05736750145602796,20.141176470588235,0.9780957943925234,0,1,0,0,0,0,0,0
Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,1,13-24,0,0.06356986372581783,84.096875,1.0178737319311806,1,4,0,1,0,1,1,0
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,1,13-24,0,0.06110868616324749,63.583333333333336,1.1009174311926606,0,2,0,0,0,0,0,0
Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,639.65,1,0-12,0,0.11589791617888083,63.964999999999996,1.1607910576096303,1,3,1,0,0,1,0,0
Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,0,13-24,0,0.04318213408701292,93.79565217391306,0.9936494692439622,1,5,0,1,0,0,0,0
Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,0,13-24,0,0.05767550247596854,18.01578947368421,1.0990359333917616,0,1,0,0,1,1,1,0
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,0,25-48,0,0.02221701612588341,54.47021276595744,1.044607632514355,0,5,1,0,1,0,1,0
Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,0,49-72,0,0.017503898515935732,100.11052631578947,0.9978970611429474,1,7,1,1,2,1,0,1
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,0,49-72,0,0.017405872498016048,99.46491228070175,0.9923097274891967,1,6,1,1,0,0,1,0
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,0,13-24,0,0.05458543526063899,21.419444444444444,0.9850862404357412,0,1,0,0,0,1,0,0
Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,0,0-12,1,0.14593023255813956,24.428571428571427,1.0274853801169592,0,2,0,0,1,0,1,0
Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,0,13-24,0,0.05618435811155298,81.66944444444444,1.0120063943403288,1,4,0,0,0,1,0,1
Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,0,25-48,0,0.02138143799811466,24.806382978723406,1.0057895188266575,0,2,0,0,1,0,1,0
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,0,49-72,0,0.014828301572990433,82.76884057971014,1.0233319617233259,1,5,1,0,2,1,1,0
Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914.0,1,13-24,0,0.07759562841530054,60.93333333333333,1.165207877461707,1,2,0,0,0,1,0,0
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,0,25-48,0,0.02244513833734075,97.75851063829786,1.0551510996485043,1,7,1,1,1,0,1,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,1,0-12,1,0.4818731117824773,54.833333333333336,1.4544072948328266,1,3,0,1,0,0,0,0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,1,0-12,0,0.10392498647592716,75.53181818181818,1.1445507612685804,1,4,0,1,0,0,0,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,0-12,1,0.95260663507109,10.05,2.0,0,1,0,0,0,0,0,0
Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,0,49-72,0,0.01857716782499047,61.983636363636364,1.0220439412161568,0,5,0,1,2,1,1,0
Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,0,49-72,0,0.019079736043111466,84.18584905660379,1.011452648565057,1,8,1,1,2,0,1,0
Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,1,0-12,1,0.2543436998101913,68.28999999999999,1.275442963830722,1,5,1,0,0,0,1,0
Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,49-72,0,0.016101610161016102,21.72246376811594,1.1117523434633219,0,2,0,0,2,1,0,0
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,331.35,0,13-24,0,0.057920866556341204,17.439473684210526,1.1038177154066697,0,1,0,0,0,0,0,0
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,0,49-72,0,0.016745314267660037,79.11048387096774,1.0384211545714956,1,4,0,0,0,0,1,0
Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,0,25-48,0,0.022562393696414315,59.99791666666667,1.0833709503802216,0,6,1,0,2,0,0,0
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,0,49-72,0,0.015620562340244249,71.5046875,0.999934444857199,1,7,1,0,1,0,0,0
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,25-48,0,0.0246965257429887,19.88452380952381,1.0384960785487636,0,1,0,0,2,0,0,0
Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,0,0-12,1,0.2622629169391759,18.8625,1.0629555997349238,0,1,0,0,0,0,1,0
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,0,49-72,0,0.018713733075435203,20.254901960784313,0.9553242981606971,0,1,0,0,1,0,0,0
Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,0,49-72,0,0.017428325413783207,54.04655172413793,1.0111653427760232,0,4,1,0,1,0,0,0
Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71.0,4386.2,0,49-72,0,0.016183442742523705,66.45757575757575,1.068350736400529,1,6,1,1,2,1,1,0
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,0,25-48,0,0.023032069970845483,18.22340425531915,1.0837711617046117,0,1,0,0,2,1,1,0
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,25-48,0,0.02841070112792609,97.98888888888888,1.0230751785916772,1,6,0,1,0,0,0,0
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,0,0-12,1,0.2640395964210927,52.33,1.3252436460921078,0,2,0,0,0,0,0,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,115.15,8349.7,0,49-72,0,0.013789263175542169,114.37945205479453,1.006736768985712,1,9,1,1,2,0,1,0
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.7,239.45,0,0-12,1,0.3356207111665627,59.8625,1.3480893714763,1,3,0,1,0,0,1,0
Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,1,13-24,0,0.05670770149649933,79.25526315789473,1.0781618355081848,1,5,1,0,0,0,0,1
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,0,49-72,0,0.016416419401494027,104.7765625,1.0508075219589303,1,8,1,1,2,1,1,0
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,0,0-12,1,0.565034965034965,11.583333333333334,1.7438848920863308,0,1,0,0,1,0,1,0
Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,1,49-72,0,0.01376175906765352,53.93767123287671,1.0048635538229058,0,5,0,1,2,0,1,0
Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,1,0-12,1,0.5213878326996197,34.733333333333334,1.5791746641074855,0,4,1,0,0,0,0,1
Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,0,49-72,0,0.014348117909840126,63.98802816901408,1.0189406028856631,0,5,1,1,1,1,1,0
Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1,0-12,1,0.22462488967343336,45.12,1.1281028368794326,0,3,0,0,0,0,1,0
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,1,0-12,0,0.10356832027850305,80.33,1.0369724884849993,1,4,0,1,0,0,0,0
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,0,49-72,0,0.014049172102358254,20.46232876712329,1.026276150627615,0,1,0,0,2,1,1,0
Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,0,49-72,0,0.014303238779355784,56.46642857142857,1.0014800197335965,0,5,1,1,2,1,1,0
Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,1,0-12,0,0.10602101517762828,81.66818181818182,1.1675293593810874,1,5,0,1,0,0,0,1
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,0,49-72,0,0.014451631519465219,87.84577464788732,1.026230349283716,1,9,1,1,2,1,1,0
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,1,25-48,0,0.030806970055828116,89.53030303030303,1.0169741072939584,1,5,0,1,0,1,1,0
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,0,25-48,0,0.04120700843608047,17.742307692307694,1.0737047474528505,0,1,0,0,0,0,0,0
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,1,25-48,0,0.03735144312393888,26.013461538461538,0.9725733717749686,0,2,0,0,1,1,0,0
Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2416.55,1,25-48,0,0.02907902628694339,67.1263888888889,1.0472781444621462,0,2,0,0,0,0,1,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,1,0-12,1,0.9534883720930233,10.25,2.0,0,1,0,0,0,0,0,0
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,0,49-72,0,0.01484160404452481,115.79782608695652,1.0241988473163497,1,9,1,1,2,0,1,0
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,0,0-12,1,0.36037735849056607,13.0,1.4692307692307693,0,1,0,0,2,0,1,0
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,1,0-12,1,0.32999164578111945,14.7125,1.3423959218351742,0,1,0,0,0,0,0,0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,1,0-12,0,0.09336164366452258,72.69545454545454,1.0282623647845934,1,3,0,0,0,0,0,0
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,1,0-12,1,0.47458912768647277,65.58333333333333,1.4310038119440915,1,5,0,1,0,0,0,1
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,1,0-12,1,0.989100817438692,45.375,2.0,1,4,0,1,0,0,1,0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,1,0-12,1,0.9856115107913669,34.25,2.0,0,2,0,0,0,0,1,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,49-72,0,0.014147595539643235,86.83972602739726,1.032937390563627,1,9,1,1,2,1,1,0
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,0,49-72,0,0.013490196078431374,27.702898550724637,0.9313104891446509,0,2,0,0,2,1,1,0
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,0,0-12,1,0.23567251461988303,16.9,1.1923076923076923,0,1,0,0,0,0,0,0
Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,0,25-48,0,0.02128353583951725,104.34468085106383,1.000530157823906,1,7,1,1,2,1,0,0
Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,7031.3,0,49-72,0,0.014668031796140665,104.94477611940299,0.9828978993927154,1,7,1,1,1,1,1,0
Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.75,309.35,0,13-24,0,0.0636378282584179,20.623333333333335,0.9576531436883788,0,1,0,0,1,0,1,0
Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,1,13-24,0,0.05803498977571489,85.525,1.0453083893598363,1,5,1,1,0,0,1,0
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,0,25-48,0,0.03720697003886173,66.44166666666666,1.1167690956979808,1,3,0,0,0,0,0,0
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,0,49-72,0,0.013726632420695863,64.6541095890411,1.0022564754489114,0,7,1,1,2,1,1,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,0,49-72,0,0.013834784242500156,109.34931506849315,1.0100657688694017,1,8,1,1,2,1,1,0
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,25-48,0,0.03134772328579056,19.834848484848482,1.036055305171492,0,1,0,0,1,1,0,0
Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,0,49-72,0,0.016063964226693886,94.94153846153846,1.0443268732175266,1,6,1,1,0,1,1,0
Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,0,13-24,0,0.04345828387640235,56.73260869565217,1.0003065486454383,0,5,1,1,2,1,0,0
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,0,49-72,0,0.012951566804851045,27.335915492957746,0.9200350361954813,0,2,0,0,2,1,1,0
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,0,49-72,0,0.014524838722392294,108.71571428571428,1.016872314424252,1,8,1,1,1,0,1,0
Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0,13-24,0,0.056378626332754776,89.56666666666666,1.0154447339039823,1,5,0,1,0,1,0,0
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,0,49-72,0,0.018893513538792497,19.78055555555556,1.0212048869540793,0,1,0,0,1,1,1,0
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,0,25-48,0,0.02320165415170312,49.91847826086956,1.0677408818726184,0,4,1,0,2,1,1,0
Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,0,49-72,0,0.019883122166109397,98.79313725490196,1.0142404906270777,1,6,1,1,2,0,0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,0,0-12,1,0.986130374479889,35.55,2.0,1,2,0,0,0,0,0,0
Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.7,1140.05,0,49-72,0,0.01726479996494457,20.358035714285712,0.9676768562782334,0,1,0,0,1,0,1,0
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2619.15,0,25-48,0,0.030246359941224737,79.36818181818182,0.9985109672985509,1,4,1,0,1,0,1,0
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,174.65,0,0-12,0,0.11528608027327071,19.405555555555555,1.0435156026338392,0,1,0,0,2,0,0,0
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,0-12,0,0.0978841954672088,66.30499999999999,0.9803182263781013,0,6,1,0,0,0,1,0
Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,1,13-24,0,0.05699704693368503,91.73421052631579,1.0835652198858259,1,6,1,1,0,0,1,0
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,0,0-12,0,0.09391876027236441,17.662499999999998,1.132342533616419,0,1,0,0,1,0,0,0
Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,1,0-12,0,0.08944459423025074,61.73333333333333,1.0747840172786178,0,5,1,1,0,0,1,0
Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,0,49-72,0,0.016022944550669216,102.1328125,1.0256253346592212,1,7,0,1,2,1,0,0
Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,1,13-24,0,0.046229632436528986,45.85217391304347,1.0642897781149252,0,3,1,0,0,1,0,0
Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,0,25-48,0,0.035096509436213105,65.4578125,1.1236244718688086,1,3,1,0,0,1,0,1
Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,0,49-72,0,0.01549552808102065,93.55999999999999,1.0073749465583584,1,6,0,1,0,0,1,0
Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,0,49-72,0,0.015707424612235257,18.941791044776117,1.053226696083839,0,1,0,0,2,1,1,0
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,1087.25,0,49-72,0,0.018378130025269928,19.415178571428573,1.030121867095884,0,1,0,0,0,1,1,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,1,0-12,1,0.9893955461293743,46.65,2.0,1,5,0,1,0,0,1,0
Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,0,49-72,0,0.015745490917303904,23.825384615384618,1.024117780001937,0,2,0,0,2,1,1,0
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95,1,13-24,0,0.04786168008424199,70.04523809523809,1.0057785784696966,1,2,0,0,0,0,1,0
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,0-12,0,0.12056737588652482,17.905555555555555,1.091839900713621,0,1,0,0,0,1,1,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,19.85,1,0-12,1,0.9520383693045563,9.925,2.0,0,1,0,0,0,0,0,0
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,1,13-24,0,0.04222928940096971,79.87916666666666,1.0140316102446403,1,4,0,0,0,0,0,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,0,0-12,0,0.08899932234018523,16.95,1.1622418879056047,0,1,0,0,0,0,0,0
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,0,25-48,0,0.03177314656645029,79.7969696969697,1.04891201154445,1,8,1,1,1,1,1,0
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,1,25-48,0,0.027527571510171798,64.99714285714286,0.9638885225724206,0,6,1,0,0,0,1,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,0,0-12,1,0.9859845830413455,35.175,2.0,0,2,0,0,0,0,0,0
